ID,Year_Birth,Education,Marital_Status,Income,KidsInHome,TeensInHome,CustomerJoinDate,AmmountSpentOnWine,AmmountSpentOnFruit,AmmountSpentOnMeatProducts,AmmountSpentOnFish,AmmountSpentOnSweetProducts,AmmountSpentOnGold,NumberPurchasesWithDiscount,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,NumberOfWebsiteVisits,Accepted3rdCampaignOffer,Accepted4thCampaignOffer,Accepted5thCampaignOffer,Accepted1stCampaignOffer,Accepted2ndCampaignOffer,ComplainedInLast2Years,AcceptedLastCampaignOffer,Age,Revenue,Purchases,AverageOrderValue,MostRecentPurchase,AcceptedAnyCampaignOrDiscount,CustomerComplainedRecently
9729,1983,Graduation,Married,39922,0,0,2/14/13,19.79,12,59,19,1,36,2,3,0,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9730,1960,Graduation,Together,13672,1,1,4/17/13,6,2,9,2,1,5,2,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9731,1968,PhD,Married,38443,1,1,1/27/14,38.32,0,5,0,0,1,2,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9732,1960,Master,Married,81843,0,0,4/22/13,779,86,537,34,69,138,1,5,9,10,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9733,1974,Graduation,Single,43322,0,0,4/21/14,69.97,7,48,10,2,18,1,3,0,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9734,1970,PhD,Married,23626,1,0,5/24/14,26.04,2,14,0,0,0,3,3,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9735,1969,PhD,Married,55212,0,0,11/23/12,965.06,0,45,0,0,34,3,4,2,11,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9736,1948,PhD,Together,46681,0,2,8/10/13,269,15,69,15,19,38,2,4,6,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9737,1958,PhD,Single,71691,0,1,3/17/14,336,130,411,240,32,43,1,4,7,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9738,1981,Graduation,Married,19419,1,0,10/11/12,1.78,14,28,16,3,7,4,4,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9739,1966,Graduation,Single,33279,0,0,12/6/14,10,3,3,0,0,0,1,0,0,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9740,1982,Graduation,Single,28567,1,0,6/17/13,11.77,3,22,2,2,6,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9741,1977,Graduation,Married,30368,0,1,7/11/13,33.28,0,13,2,0,2,2,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9742,1984,2n Cycle,Married,14796,1,0,9/17/12,13.34,3,8,7,4,16,2,1,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,39,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9743,1972,Graduation,Married,22063,1,0,8/8/13,7.1,10,13,3,11,11,2,2,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9744,1965,2n Cycle,Married,70924,0,0,7/4/14,635,114,254,132,152,76,1,6,6,8,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9745,1963,Graduation,Widow,34213,1,1,7/9/12,50,4,28,6,3,26,3,3,1,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9746,1956,2n Cycle,Divorced,31395,0,0,3/23/13,23,1,25,0,8,7,4,2,1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9747,1958,Graduation,Married,81320,0,0,6/2/13,183,33,493,59,103,57,1,4,3,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9748,1976,Master,Single,70893,0,0,6/2/13,747.99,44,561,77,44,14,1,6,6,10,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9749,1978,PhD,Together,34043,1,0,10/25/13,17.8,2,14,3,0,10,1,2,0,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9750,1954,Graduation,Married,46734,0,1,11/18/12,110,5,137,26,23,29,2,6,1,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9751,1969,Graduation,Together,74918,0,0,12/3/13,1202.22,59,913,25,19,59,1,5,9,6,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9752,1977,Graduation,Together,46931,3,1,4/24/14,35.22,0,17,3,1,16,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9753,1968,Graduation,Married,51287,1,1,1/4/14,141.87,0,22,13,0,30,3,4,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9754,1965,Master,Single,35791,2,1,6/5/13,27,0,5,0,0,3,2,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9755,1981,2n Cycle,Together,75774,0,0,2/5/14,341,21,134,258,14,56,1,7,5,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9756,1963,PhD,Married,53378,0,0,9/24/12,489,6,152,8,6,132,10,9,4,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9757,1963,Graduation,Together,54414,0,0,1/23/13,109,18,16,24,26,18,4,3,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9758,1965,Graduation,Together,36317,0,1,5/22/13,87,3,25,3,2,13,2,3,0,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9759,1976,Graduation,Married,61064,0,0,8/31/12,352.65,126,342,0,45,180,5,8,4,11,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9760,1954,Graduation,Married,46734,0,1,11/18/12,110,5,137,26,23,29,2,6,1,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,HIGH ($250-$100),MEDIUM (5-10),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9761,1986,Master,Married,27161,0,0,10/28/13,6.67,4,23,7,0,11,1,1,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9762,1949,Master,Together,49912,0,1,7/9/12,520,8,223,32,49,42,4,10,5,9,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9763,1976,Graduation,Married,13624,1,0,1/20/13,7.74,2,15,2,1,6,2,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9764,1965,Master,Single,55250,0,0,10/21/12,664,58,83,32,0,66,4,7,5,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9765,1980,2n Cycle,Married,96547,0,0,5/23/14,380.78,21,125,52,101,62,0,7,6,8,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,43,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9766,1959,Graduation,Married,79823,0,1,3/31/14,835,73,380,114,73,43,1,6,9,9,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9767,1987,Graduation,Together,22434,1,0,2/13/13,3.59,12,11,3,13,15,2,2,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9768,1957,Graduation,Widow,66033,0,1,1/20/13,293,35,179,46,59,65,2,8,3,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9769,1978,PhD,Married,37717,1,0,11/23/12,9.93,0,6,4,1,5,1,1,0,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9770,1954,Graduation,Divorced,85683,0,0,3/21/14,1296,17,311,45,69,51,1,2,4,9,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,69,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9771,1990,Graduation,Married,39653,0,0,8/7/13,2,6,28,13,4,16,1,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9772,1949,Master,Widow,51529,0,0,7/9/13,400,4,35,6,0,22,2,9,1,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9773,1956,Graduation,Together,54450,1,1,9/14/12,454,0,171,8,19,32,12,9,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9774,1954,Graduation,Together,53103,0,1,12/9/13,729,17,133,11,0,195,5,10,6,7,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9775,1960,Master,Together,83151,0,0,10/10/12,407,28,100,120,74,18,1,5,9,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9776,1965,Master,Married,74806,0,1,12/19/12,670,9,249,0,28,9,2,5,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9777,1974,Graduation,Married,60093,0,1,6/26/13,543.83,12,109,16,6,90,2,7,2,10,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9778,1965,Graduation,Together,71613,0,0,8/21/13,426,49,127,111,21,42,1,8,2,11,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9779,1973,Graduation,Single,83917,0,0,4/18/13,581.22,22,732,42,198,79,1,6,7,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,50,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9780,1965,Graduation,Divorced,30630,1,1,1/27/14,27,1,12,2,0,10,2,2,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9781,1966,Graduation,Divorced,55686,0,0,2/14/13,673,0,199,37,47,26,2,6,3,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9782,1972,PhD,Married,57091,0,1,11/23/12,522.09,0,24,6,0,4,2,9,2,5,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9783,1962,PhD,Single,33419,0,1,8/17/13,56,0,12,0,0,18,2,2,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9784,1973,Graduation,Together,22682,1,0,3/10/13,9.64,14,29,4,2,36,3,2,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9785,1950,Graduation,Together,34026,1,1,5/8/13,18,6,15,12,8,17,3,2,1,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9786,1964,PhD,Married,60896,0,1,11/10/12,1013,30,399,60,46,153,3,9,10,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,59,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9787,1964,2n Cycle,Together,68316,0,1,4/11/12,806,80,161,120,11,33,5,10,7,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9788,1986,Graduation,Together,83033,1,0,5/18/14,789.25,99,431,237,149,33,1,11,4,10,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,37,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9789,1978,Master,Married,88097,1,0,8/18/12,193.24,0,480,0,126,75,1,6,5,8,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,45,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9790,1978,Graduation,Divorced,63693,0,1,10/14/13,499.26,43,337,42,87,54,3,11,6,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9791,1970,Graduation,Married,22979,1,0,6/9/12,15.67,17,19,20,21,22,3,3,2,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9792,1986,Master,Married,80141,0,0,11/1/13,1510.25,102,673,52,40,40,1,7,4,10,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,37,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9793,1956,Master,Together,50898,0,0,8/1/13,285,28,242,55,114,135,13,6,2,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9794,1956,Master,Married,63915,0,2,7/30/13,622,7,115,30,0,15,2,6,3,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9795,1989,Master,Together,88629,0,0,2/5/14,957,153,612,99,95,153,1,4,7,8,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,34,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9796,1965,Graduation,Married,44393,0,0,8/22/13,24,2,20,2,2,10,2,1,0,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9797,1967,Graduation,Together,32474,1,1,11/5/14,10,0,1,0,0,0,1,1,0,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9798,1965,Graduation,Married,48006,1,1,9/6/14,23,0,11,3,2,2,1,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9799,1968,Graduation,Single,57107,0,1,8/24/12,191.38,0,120,0,0,137,7,4,4,8,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,55,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9800,1973,Basic,Married,18978,1,0,11/12/12,2.03,8,1,4,7,15,1,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9801,1973,Graduation,Married,24639,1,1,1/28/14,17.2,3,16,0,4,1,3,2,0,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9802,1984,Graduation,Single,34738,0,0,11/5/14,3.56,2,10,3,0,2,1,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9803,1958,2n Cycle,Together,53083,1,1,5/15/13,215,7,33,3,0,13,6,5,1,3,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,HIGH ($250-$100),MEDIUM (5-10),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9804,1960,Graduation,Together,70971,0,1,9/21/12,1001,17,572,93,125,17,7,11,11,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9805,1971,Master,Married,39791,0,1,3/28/13,85.04,15,27,13,13,21,2,3,1,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9806,1975,PhD,Married,36663,1,0,4/25/14,17.49,0,6,3,3,5,1,1,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9807,1992,Master,Together,50626,0,0,4/27/13,154,2,46,20,4,15,1,4,2,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9808,1981,Master,Married,36959,1,0,2/10/13,22.6,6,25,6,0,0,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9809,1972,Graduation,Married,30675,1,0,12/11/12,8.18,2,16,11,2,21,1,1,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9810,1971,PhD,Married,37126,0,0,3/30/14,52.78,3,9,4,4,7,1,1,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9811,1958,PhD,Widow,50520,0,1,1/28/14,112,0,6,2,1,14,2,3,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9812,1987,Graduation,Together,18227,1,0,8/11/12,0.7,2,7,4,3,11,1,0,1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9813,1969,2n Cycle,Married,46831,0,0,8/6/13,19.3,2,10,6,4,34,2,1,2,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9814,1983,Master,Single,31788,1,0,3/20/14,13.68,7,23,0,8,6,3,3,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,TRUE
9815,1987,Graduation,Together,18227,1,0,8/11/12,1.28,2,7,4,3,11,1,0,1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9816,1972,Graduation,Together,84906,0,0,4/10/13,915.74,15,414,99,30,76,1,5,6,12,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,51,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9817,1983,Graduation,Married,30096,1,0,5/22/14,4.21,3,11,12,5,9,1,2,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9818,1992,Basic,Single,15186,1,0,10/28/13,1,3,3,8,1,13,2,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9819,1986,Graduation,Single,26816,0,1,8/17/12,4.44,1,6,3,4,3,1,0,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9820,1963,Graduation,Widow,34213,0,0,7/9/12,50,4,28,6,3,26,3,3,1,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9821,1977,PhD,Single,42997,1,1,7/12/13,3.93,0,5,0,1,5,1,1,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9822,1973,Graduation,Married,27803,1,0,8/26/12,6.89,26,46,38,9,49,2,3,0,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9823,1954,PhD,Single,74637,0,0,5/18/13,960,64,464,146,0,16,1,6,9,8,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,69,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9824,1980,Graduation,Married,19107,0,0,8/22/13,1.72,4,9,10,5,16,2,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
